Id,Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Size,Year Built,Council Area,Latitude,Longtitude,Region Name
4543,Keilor East,Townhouse,705000,Sold,Barry Plant,2016-04-16,3,2,1,440,1995,Brimbank City Council,-37.7517,144.8776,Western Metropolitan
4544,Keilor East,House,825000,Sold,Nelson,2016-04-23,3,2,1,630,2017,Brimbank City Council,-37.7378,144.8705,Western Metropolitan
4545,Keilor East,House,772000,Sold,Nelson,2016-05-07,3,2,3,672,1980,Brimbank City Council,-37.7465,144.876,Western Metropolitan
4546,Keilor East,House,650000,Sold Prior,Nelson,2016-05-07,3,2,2,3977,2013,Brimbank City Council,-37.747,144.8663,Western Metropolitan
4547,Keilor East,Unit,560000,Sold,Moonee,2016-05-14,3,1,2,352,2000,Brimbank City Council,-37.7459,144.8673,Western Metropolitan
4548,Keilor East,House,1010000,Sold,Barry Plant,2016-05-14,4,2,2,776,1980,Brimbank City Council,-37.7502,144.8745,Western Metropolitan
4549,Keilor East,House,770000,Sold,Nelson,2016-05-22,4,2,2,546,1970,Brimbank City Council,-37.7428,144.8536,Western Metropolitan
4550,Keilor East,House,570000,Sold Prior,HAR,2016-05-22,3,1,2,542,1970,Brimbank City Council,-37.7408,144.8553,Western Metropolitan
4551,Keilor East,House,705000,Sold,Nelson,2016-05-28,3,1,2,616,1970,Brimbank City Council,-37.7449,144.8533,Western Metropolitan
4552,Keilor East,House,845000,Sold,Brad,2016-06-04,3,1,1,622,1965,Brimbank City Council,-37.7425,144.8683,Western Metropolitan
4553,Keilor East,House,725000,Sold,Nelson,2016-06-04,3,1,1,657,1965,Brimbank City Council,-37.7411,144.8638,Western Metropolitan
4554,Keilor East,House,785000,Sold,Barry Plant,2016-06-18,3,1,2,606,1965,Brimbank City Council,-37.7311,144.8663,Western Metropolitan
4555,Keilor East,House,601200,Sold,Nelson,2016-06-27,4,1,1,554,1960,Brimbank City Council,-37.7303,144.8636,Western Metropolitan
4556,Keilor East,House,680000,Sold,Nelson,2016-06-27,3,1,2,558,1980,Brimbank City Council,-37.7305,144.8646,Western Metropolitan
4557,Keilor East,House,875000,Passed In,Barry Plant,2016-07-26,3,2,2,928,1970,Brimbank City Council,-37.7362,144.8643,Western Metropolitan
4558,Keilor East,House,715000,Sold Prior,Moonee,2016-07-30,3,2,4,598,1970,Brimbank City Council,-37.7487,144.8526,Western Metropolitan
4559,Keilor East,House,830000,Sold,Moonee,2016-08-22,4,2,2,686,1995,Brimbank City Council,-37.7394,144.8628,Western Metropolitan
4560,Keilor East,Townhouse,710000,Sold Prior,Nelson,2016-08-28,3,2,1,320,2013,Brimbank City Council,-37.7415,144.8668,Western Metropolitan
4561,Keilor East,House,732000,Sold,Nelson,2016-08-28,4,2,2,544,1980,Brimbank City Council,-37.7479,144.8763,Western Metropolitan
4562,Keilor East,House,703000,Sold,Nelson,2016-09-03,3,2,2,683,1995,Brimbank City Council,-37.7402,144.8591,Western Metropolitan
4563,Keilor East,House,650000,Sold Prior,Barry Plant,2016-09-03,3,1,1,538,1970,Brimbank City Council,-37.7441,144.8503,Western Metropolitan
4564,Keilor East,House,920000,Sold,Rendina,2016-09-10,3,2,2,603,1975,Brimbank City Council,-37.7323,144.8683,Western Metropolitan
4565,Keilor East,House,735000,Sold Prior,Nelson,2016-09-24,4,2,2,547,2000,Brimbank City Council,-37.7381,144.8554,Western Metropolitan
4566,Keilor East,House,690000,Sold,Harcourts,2016-10-08,3,2,2,568,1970,Brimbank City Council,-37.7469,144.8526,Western Metropolitan
4567,Keilor East,House,757000,Sold,Nelson,2016-11-07,3,2,1,532,1960,Brimbank City Council,-37.7295,144.8644,Western Metropolitan
4568,Keilor East,House,976000,Sold,Nelson,2016-11-12,3,3,2,605,1980,Brimbank City Council,-37.7459,144.8788,Western Metropolitan
4569,Keilor East,House,1420000,Sold,Barry Plant,2016-11-12,4,2,2,613,2011,Brimbank City Council,-37.7453,144.8721,Western Metropolitan
4570,Keilor East,House,900000,Sold,Nelson,2016-11-12,3,1,1,713,1970,Brimbank City Council,-37.7301,144.8671,Western Metropolitan
4571,Keilor East,House,695000,Sold,Barry Plant,2016-11-19,3,2,2,716,1970,Brimbank City Council,-37.734,144.8593,Western Metropolitan
4572,Keilor East,Townhouse,770000,Sold Prior,Barry Plant,2016-12-03,3,2,1,331,2010,Brimbank City Council,-37.7325,144.8621,Western Metropolitan
4573,Keilor East,Townhouse,480000,Sold,Nelson,2016-12-03,3,2,1,184,2012,Brimbank City Council,-37.7424,144.8639,Western Metropolitan
4574,Keilor East,House,590000,Sold,Nelson,2016-12-03,3,1,2,610,1974,Brimbank City Council,-37.7455,144.8484,Western Metropolitan
4575,Keilor East,House,900000,Sold,Nelson,2016-12-03,4,2,1,289,2011,Brimbank City Council,-37.7506,144.8689,Western Metropolitan
4576,Keilor East,House,880000,Sold,Nelson,2016-12-10,3,1,2,584,1980,Brimbank City Council,-37.7435,144.8798,Western Metropolitan
4577,Keilor East,Unit,580000,Sold,Rendina,2016-12-10,3,2,2,112,2013,Brimbank City Council,-37.7434,144.881,Western Metropolitan
4578,Keilor East,Townhouse,886000,Sold,Barry Plant,2016-12-10,4,3,1,322,1950,Brimbank City Council,-37.7293,144.8659,Western Metropolitan
4579,Keilor East,House,920000,Sold Prior,Brad,2016-12-10,4,2,2,745,1992,Brimbank City Council,-37.7479,144.8805,Western Metropolitan
4580,Keilor East,House,700000,Passed In,Nelson,2017-03-04,3,2,2,288,1999,Brimbank City Council,-37.7514,144.8731,Western Metropolitan
4581,Keilor East,House,816000,Sold,Barry Plant,2017-03-04,4,2,1,540,1978,Brimbank City Council,-37.7482,144.877,Western Metropolitan
4582,Keilor East,Townhouse,680000,Sold Prior,Nelson,2017-03-18,3,2,2,224,1998,Brimbank City Council,-37.749,144.8599,Western Metropolitan
4583,Keilor East,House,843000,Sold,Nelson,2017-04-08,3,2,4,573,1980,Brimbank City Council,-37.7473,144.8555,Western Metropolitan
4584,Keilor East,House,835000,Sold,Brad,2017-04-08,3,2,2,700,1980,Brimbank City Council,-37.7322,144.8722,Western Metropolitan
4585,Keilor East,House,635000,Sold,Nelson,2017-04-08,3,2,1,162,2015,Brimbank City Council,-37.7308,144.8664,Western Metropolitan
4586,Keilor East,Unit,490000,Sold Prior,hockingstuart,2017-05-13,2,1,2,220,2001,Brimbank City Council,-37.7346,144.8584,Western Metropolitan
4587,Keilor East,House,745000,Sold,Nelson,2017-05-13,3,1,1,535,1980,Brimbank City Council,-37.7475,144.852,Western Metropolitan
4588,Keilor East,House,941000,Sold,Harcourts,2017-05-13,3,1,1,703,1965,Brimbank City Council,-37.746,144.8651,Western Metropolitan
4589,Keilor East,House,825000,Sold,Barry Plant,2017-05-27,3,1,0,534,1965,Brimbank City Council,-37.7444,144.86124,Western Metropolitan
4590,Keilor East,House,1005000,Sold After Auction,Nelson,2017-07-08,5,3,2,596,1970,Brimbank City Council,-37.7305,144.86863,Western Metropolitan
4591,Keilor East,House,920000,Sold Prior,Nelson,2017-07-15,3,2,1,313,1960,Brimbank City Council,-37.74214,144.86965,Western Metropolitan
4592,Keilor East,House,1100000,Passed In,Nelson,2017-07-15,4,4,2,500,2011,Brimbank City Council,-37.73573,144.87531,Western Metropolitan
4593,Keilor East,House,860000,Sold,Nelson,2017-07-15,3,1,1,568,1960,Brimbank City Council,-37.7465,144.8613,Western Metropolitan
4594,Keilor East,House,918000,Sold,Nelson,2017-07-22,3,2,2,669,2000,Brimbank City Council,-37.73936,144.85874,Western Metropolitan
4595,Keilor East,Townhouse,777000,Sold,Brad,2017-07-22,3,2,1,300,1950,Brimbank City Council,-37.73421,144.86832,Western Metropolitan
4596,Keilor East,House,1295000,Sold,Jellis,2017-08-19,3,3,2,326,2012,Brimbank City Council,-37.74009,144.87787,Western Metropolitan
4597,Keilor East,House,1250000,Sold,Nelson,2017-08-19,4,2,2,534,1970,Brimbank City Council,-37.74514,144.87313,Western Metropolitan
4598,Keilor East,House,986000,Sold,Nelson,2017-08-19,4,1,2,615,1964,Brimbank City Council,-37.74127,144.86648,Western Metropolitan
4599,Keilor East,House,620000,Passed In,Nelson,2017-08-19,3,2,1,292,2013,Brimbank City Council,-37.74695,144.86625,Western Metropolitan
4600,Keilor East,House,960000,Passed In,Barry Plant,2017-08-26,3,2,2,404,2009,Brimbank City Council,-37.73977,144.87734,Western Metropolitan
4601,Keilor East,House,1160000,Sold,Nelson,2017-08-26,4,3,4,670,1970,Brimbank City Council,-37.73492,144.87231,Western Metropolitan
4602,Keilor East,House,1188000,Sold,Nelson,2017-09-09,4,2,2,612,1961,Brimbank City Council,-37.74375,144.87487,Western Metropolitan
4603,Keilor East,House,1230000,Sold,Nelson,2017-09-16,4,4,2,538,1990,Brimbank City Council,-37.74975,144.86895,Western Metropolitan
4604,Keilor East,House,790000,Sold Prior,Nelson,2017-09-23,3,1,1,610,1959,Brimbank City Council,-37.7356,144.86479,Western Metropolitan
4605,Keilor East,House,630000,Sold Prior,Barry Plant,2017-09-23,3,1,2,185,1965,Brimbank City Council,-37.7482,144.86924,Western Metropolitan
4606,Keilor East,House,1150000,Passed In,Barry Plant,2017-10-07,4,2,2,682,1980,Brimbank City Council,-37.75003,144.87261,Western Metropolitan
4607,Keilor East,House,915000,Passed In,Jellis,2017-10-14,3,1,2,624,1970,Brimbank City Council,-37.74588,144.87044,Western Metropolitan
4608,Keilor East,House,990000,Sold,Barry Plant,2017-10-14,3,2,2,310,2010,Brimbank City Council,-37.74804,144.87039,Western Metropolitan
4609,Keilor East,House,700000,Passed In,Nelson,2017-10-14,3,1,1,607,1960,Brimbank City Council,-37.73129,144.86556,Western Metropolitan
4610,Keilor East,House,810000,Passed In,Nelson,2017-11-11,4,2,2,534,1970,Brimbank City Council,-37.7475,144.8501,Western Metropolitan
4611,Keilor East,House,965000,Sold Prior,Barry Plant,2017-11-11,3,2,2,404,2009,Brimbank City Council,-37.7398,144.8773,Western Metropolitan
4612,Keilor East,House,925000,Passed In,Barry Plant,2017-12-09,6,3,2,516,1970,Brimbank City Council,-37.75045,144.87158,Western Metropolitan
4613,Keilor East,House,850000,Sold,Nelson,2017-12-09,3,2,2,555,1985,Brimbank City Council,-37.74886,144.85829,Western Metropolitan
4614,Keilor East,House,740000,Passed In,Nelson,2017-12-09,4,1,4,534,1970,Brimbank City Council,-37.74796,144.84966,Western Metropolitan
4615,Keilor East,House,975000,Sold,Moonee,2018-01-06,4,2,2,564,1975,Brimbank City Council,-37.73288,144.87252,Western Metropolitan
4616,Keilor East,House,1750000,Passed In,Nelson,2018-02-17,5,4,3,501,2009,Brimbank City Council,-37.73972,144.87343,Western Metropolitan
4617,Keilor East,House,763000,Sold,Nelson,2018-02-17,3,2,2,286,2003,Brimbank City Council,-37.73775,144.86645,Western Metropolitan
4618,Keilor East,House,800000,Passed In,Nelson,2018-02-24,3,2,1,341,2015,Brimbank City Council,-37.74442,144.87636,Western Metropolitan
4619,Keilor East,House,1011000,Sold,Nelson,2018-03-03,3,1,2,536,1970,Brimbank City Council,-37.74804,144.86747,Western Metropolitan
4620,Keilor East,House,1070000,Sold,Nelson,2018-03-03,4,2,3,648,1980,Brimbank City Council,-37.73247,144.87241,Western Metropolitan
4621,Keilor East,House,1000000,Passed In,Nelson,2018-03-10,4,2,2,545,1980,Brimbank City Council,-37.74794,144.87634,Western Metropolitan
4622,Keilor East,House,1080000,Passed In,Nelson,2018-03-17,5,3,2,547,1970,Brimbank City Council,-37.75014,144.87182,Western Metropolitan
4623,Keilor Lodge,House,640000,Passed In,Barry Plant,2017-07-01,4,2,1,729,1987,Brimbank City Council,-37.70115,144.80144,Western Metropolitan
4624,Keilor Lodge,House,680000,Passed In,Brad,2017-09-09,3,2,2,651,1991,Brimbank City Council,-37.69727,144.79371,Western Metropolitan
4625,Keilor Lodge,House,653000,Sold Prior,YPA,2018-02-24,3,2,2,625,2000,Brimbank City Council,-37.69924,144.79452,Western Metropolitan
4626,Keilor Park,Townhouse,746000,Sold,Barry Plant,2016-05-22,4,3,1,308,1970,Brimbank City Council,-37.7231,144.8602,Western Metropolitan
4627,Keilor Park,House,566000,Sold,Nelson,2016-05-28,3,2,2,554,1980,Brimbank City Council,-37.7212,144.8598,Western Metropolitan
4628,Keilor Park,House,722000,Sold Prior,Brad,2016-06-18,3,1,1,695,1970,Brimbank City Council,-37.7259,144.8579,Western Metropolitan
4629,Keilor Park,Unit,455000,Sold,Nelson,2016-06-27,3,1,1,166,1999,Brimbank City Council,-37.7169,144.8582,Western Metropolitan
4630,Keilor Park,Townhouse,380000,Sold,Nelson,2016-09-10,2,1,1,161,2010,Brimbank City Council,-37.7251,144.8621,Western Metropolitan
4631,Keilor Park,House,720000,Sold,Nelson,2016-10-08,3,1,1,696,1975,Brimbank City Council,-37.725,144.8586,Western Metropolitan
4632,Keilor Park,Unit,501000,Sold,Barry Plant,2016-11-12,3,1,1,255,1991,Brimbank City Council,-37.7243,144.8533,Western Metropolitan
4633,Keilor Park,Townhouse,600000,Sold,Barry Plant,2016-11-27,4,2,1,231,2013,Brimbank City Council,-37.7263,144.8584,Western Metropolitan
4634,Keilor Park,House,575000,Sold,Nelson,2016-11-27,3,1,1,338,1960,Brimbank City Council,-37.7212,144.8545,Western Metropolitan
4635,Keilor Park,House,773000,Sold,Nelson,2017-04-29,3,2,2,650,1980,Brimbank City Council,-37.724,144.8514,Western Metropolitan
4636,Keilor Park,House,670000,Sold After Auction,Nelson,2017-06-03,3,1,2,647,1975,Brimbank City Council,-37.72544,144.85259,Western Metropolitan
4637,Keilor Park,House,700000,Sold,Nelson,2017-07-08,3,1,1,590,1970,Brimbank City Council,-37.7219,144.85239,Western Metropolitan
4638,Keilor Park,House,635000,Passed In,Nelson,2017-07-08,3,2,2,174,2002,Brimbank City Council,-37.72012,144.86149,Western Metropolitan
4639,Keilor Park,House,750000,Sold,Nelson,2017-07-29,3,2,2,761,1980,Brimbank City Council,-37.72224,144.85739,Western Metropolitan
4640,Keilor Park,House,765000,Sold Prior,McDonald,2017-07-29,5,3,4,650,1970,Brimbank City Council,-37.72285,144.86073,Western Metropolitan
4641,Keilor Park,House,821000,Sold,Stockdale,2017-08-26,3,1,2,581,1975,Brimbank City Council,-37.72282,144.85681,Western Metropolitan
4642,Keilor Park,House,550000,Passed In,Nelson,2018-01-06,5,2,2,512,1970,Brimbank City Council,-37.7209,144.85727,Western Metropolitan
4643,Kensington,Townhouse,812000,Sold Prior,Rendina,2016-04-16,2,1,0,132,1887,Melbourne City Council,-37.7989,144.9275,Northern Metropolitan
4644,Kensington,House,1900000,Passed In,Nelson,2016-04-16,5,2,2,566,1890,Melbourne City Council,-37.7893,144.933,Northern Metropolitan
4645,Kensington,Townhouse,750000,Sold,Rendina,2016-05-07,2,1,1,325,2002,Melbourne City Council,-37.7976,144.9213,Northern Metropolitan
4646,Kensington,House,825000,Sold,Rendina,2016-05-14,2,1,1,211,1915,Melbourne City Council,-37.7925,144.9264,Northern Metropolitan
4647,Kensington,House,732000,Sold Prior,Nelson,2016-06-18,3,2,1,94,2002,Melbourne City Council,-37.7934,144.9166,Northern Metropolitan
4648,Kensington,House,960000,Sold,Brad,2016-07-26,2,1,0,179,1900,Melbourne City Council,-37.7963,144.9327,Northern Metropolitan
4649,Kensington,House,1234500,Sold Prior,Nelson,2016-08-13,2,2,2,169,2008,Melbourne City Council,-37.7922,144.9316,Northern Metropolitan
4650,Kensington,Unit,666000,Sold,Nelson,2016-08-13,2,1,2,1111,1998,Melbourne City Council,-37.7896,144.9321,Northern Metropolitan
4651,Kensington,Townhouse,700000,Passed In,Nelson,2016-08-22,2,2,1,324,2009,Melbourne City Council,-37.7903,144.9345,Northern Metropolitan
4652,Kensington,House,1230000,Sold,Nelson,2016-08-22,3,1,1,312,1915,Melbourne City Council,-37.793,144.934,Northern Metropolitan
4653,Kensington,House,852000,Sold,Nelson,2016-09-03,3,1,1,166,2000,Melbourne City Council,-37.7929,144.9197,Northern Metropolitan
4654,Kensington,House,1037000,Sold,Rendina,2016-09-03,3,1,1,188,1910,Melbourne City Council,-37.7953,144.9275,Northern Metropolitan
4655,Kensington,House,1165000,Sold,Nelson,2016-09-10,3,1,0,239,1910,Melbourne City Council,-37.7923,144.9324,Northern Metropolitan
4656,Kensington,House,1710000,Passed In,Nelson,2016-09-10,5,2,2,566,1890,Melbourne City Council,-37.7893,144.933,Northern Metropolitan
4657,Kensington,House,850000,Sold Prior,Nelson,2016-09-24,2,1,1,169,1900,Melbourne City Council,-37.7925,144.9315,Northern Metropolitan
4658,Kensington,House,960000,Sold,Nelson,2016-10-08,2,1,1,174,1900,Melbourne City Council,-37.7959,144.9343,Northern Metropolitan
4659,Kensington,House,1031000,Sold Prior,Woodards,2016-10-08,2,1,1,163,1900,Melbourne City Council,-37.7929,144.9287,Northern Metropolitan
4660,Kensington,Townhouse,918000,Sold Prior,Nelson,2016-10-08,3,2,1,788,1998,Melbourne City Council,-37.7938,144.9186,Northern Metropolitan
4661,Kensington,House,870000,Sold,Greg,2016-10-08,3,1,1,211,1992,Melbourne City Council,-37.7891,144.926,Northern Metropolitan
4662,Kensington,House,1260000,Sold,Nelson,2016-11-19,3,2,2,250,1900,Melbourne City Council,-37.792,144.9324,Northern Metropolitan
4663,Kensington,House,1000000,Sold Prior,Nelson,2016-11-19,3,2,2,211,1997,Melbourne City Council,-37.7926,144.9197,Northern Metropolitan
4664,Kensington,Townhouse,700000,Sold,Village,2016-11-19,2,1,3,62,1997,Melbourne City Council,-37.7917,144.9231,Northern Metropolitan
4665,Kensington,House,1455000,Sold,Jellis,2016-12-10,3,1,0,275,1900,Melbourne City Council,-37.7954,144.9274,Northern Metropolitan
4666,Kensington,Unit,442000,Sold,Nelson,2016-12-10,2,2,1,3448,2010,Melbourne City Council,-37.7976,144.9285,Northern Metropolitan
4667,Kensington,House,868000,Sold,Nelson,2017-02-25,2,1,1,97,2000,Melbourne City Council,-37.7921,144.9234,Northern Metropolitan
4668,Kensington,House,1470000,Sold,Nelson,2017-03-04,3,1,1,199,1910,Melbourne City Council,-37.7957,144.932,Northern Metropolitan
4669,Kensington,Townhouse,917500,Sold,Nelson,2017-05-20,3,1,1,98,1997,Melbourne City Council,-37.791,144.9323,Northern Metropolitan
4670,Kensington,Unit,730000,Sold Prior,Rendina,2017-05-20,2,2,1,2135,2012,Melbourne City Council,-37.7956,144.935,Northern Metropolitan
4671,Kensington,Townhouse,715000,Sold,Nelson,2017-05-27,1,1,0,91,2006,Melbourne City Council,-37.7914,144.93076,Northern Metropolitan
4672,Kensington,House,990000,Sold Prior,Nelson,2017-06-03,2,1,0,165,1930,Melbourne City Council,-37.7902,144.93192,Northern Metropolitan
4673,Kensington,Unit,730000,Sold Prior,Nelson,2017-06-17,2,2,1,2135,2010,Melbourne City Council,-37.79561,144.93499,Northern Metropolitan
4674,Kensington,House,1150000,Sold,Hodges,2017-06-17,2,1,0,147,1890,Melbourne City Council,-37.79067,144.92844,Northern Metropolitan
4675,Kensington,House,1415000,Sold Prior,Biggin,2017-06-17,4,2,0,199,1982,Melbourne City Council,-37.7916,144.92855,Northern Metropolitan
4676,Kensington,Unit,501000,Sold Prior,Jellis,2017-07-29,2,1,1,3957,2008,Melbourne City Council,-37.79741,144.92614,Northern Metropolitan
4677,Kensington,House,1225000,Sold Prior,Nelson,2017-08-12,3,2,2,223,1940,Melbourne City Council,-37.79496,144.92659,Northern Metropolitan
4678,Kensington,House,939000,Sold,Rendina,2017-11-18,4,2,1,116,2000,Melbourne City Council,-37.7893,144.9274,Northern Metropolitan
4679,Kensington,House,1760000,Sold,Nelson,2017-12-09,3,2,2,176,1900,Melbourne City Council,-37.7956,144.93419,Northern Metropolitan
4680,Kensington,House,1390000,Sold,Nelson,2018-03-03,3,2,0,146,1891,Melbourne City Council,-37.79611,144.93305,Northern Metropolitan
4681,Kew,House,1450000,Passed In,Jellis,2016-05-22,3,2,2,247,1998,Boroondara City Council,-37.8053,145.0327,Southern Metropolitan
4682,Kew,House,4005000,Passed In,Marshall,2016-05-28,4,3,3,800,2009,Boroondara City Council,-37.8022,145.0565,Southern Metropolitan
4683,Kew,House,1975000,Sold,Kay,2016-06-18,3,2,1,531,1890,Boroondara City Council,-37.813,145.0411,Southern Metropolitan
4684,Kew,House,2550000,Passed In,Marshall,2016-06-18,5,4,2,597,2016,Boroondara City Council,-37.7937,145.0353,Southern Metropolitan
4685,Kew,House,2875000,Sold,Jellis,2016-06-27,2,1,1,1065,1910,Boroondara City Council,-37.7944,145.0339,Southern Metropolitan
4686,Kew,House,1565000,Sold,Jellis,2016-06-27,3,1,1,535,1947,Boroondara City Council,-37.8027,145.0404,Southern Metropolitan
4687,Kew,Townhouse,707500,Sold,Jellis,2016-07-26,2,1,1,124,1992,Boroondara City Council,-37.7938,145.0321,Southern Metropolitan
4688,Kew,Townhouse,732000,Sold,Nelson,2016-07-26,3,1,1,904,1980,Boroondara City Council,-37.801,145.0297,Southern Metropolitan
4689,Kew,House,2250000,Sold,Marshall,2016-07-30,4,3,2,741,1890,Boroondara City Council,-37.8043,145.0291,Southern Metropolitan
4690,Kew,House,2130000,Sold,Jellis,2016-08-06,4,2,2,649,1985,Boroondara City Council,-37.802,145.036,Southern Metropolitan
4691,Kew,House,2770000,Sold,Marshall,2016-08-13,3,3,4,1197,1927,Boroondara City Council,-37.8168,145.056,Southern Metropolitan
4692,Kew,House,6500000,Sold,Jellis,2016-08-13,6,6,3,1334,1890,Boroondara City Council,-37.8029,145.0267,Southern Metropolitan
4693,Kew,House,3650000,Passed In,Jellis,2016-08-22,3,2,3,1353,1960,Boroondara City Council,-37.8006,145.0218,Southern Metropolitan
4694,Kew,House,2600000,Passed In,Kay,2016-08-28,4,3,2,700,1992,Boroondara City Council,-37.8033,145.0526,Southern Metropolitan
4695,Kew,House,2800000,Passed In,Marshall,2016-08-28,5,2,3,920,1900,Boroondara City Council,-37.8017,145.0419,Southern Metropolitan
